sessao,minuto,hora,solar_kw,potencia_kw,temp_c,soc,comando
8,220,11.58,9.63,3.7,42.3,69.9,REDUCAO_TERMICA
8,225,11.67,9.67,3.7,42.0,70.6,REDUCAO_TERMICA
8,230,11.75,8.54,3.7,41.6,71.3,REDUCAO_TERMICA
8,235,11.83,8.12,3.7,41.1,72.0,REDUCAO_TERMICA
8,240,11.92,7.69,3.7,40.5,72.7,REDUCAO_TERMICA
8,245,12.0,9.27,7.4,40.9,74.1,SOLAR_TOTAL
8,250,12.08,9.53,7.4,41.4,75.5,SOLAR_TOTAL
8,255,12.17,8.1,7.4,41.5,77.0,SOLAR_TOTAL
8,260,12.25,9.63,7.4,42.0,78.4,SOLAR_TOTAL
8,265,12.33,9.41,7.4,42.3,79.8,SOLAR_TOTAL
8,270,12.42,8.29,7.4,42.6,80.0,SOLAR_TOTAL
9,5,2.0,0.0,3.7,27.5,43.9,REDE_POTENCIA_REDUZIDA
9,10,2.08,0.0,3.7,28.1,44.9,REDE_POTENCIA_REDUZIDA
9,15,2.17,0.0,3.7,28.7,45.8,REDE_POTENCIA_REDUZIDA
9,20,2.25,0.0,3.7,29.5,46.8,REDE_POTENCIA_REDUZIDA
9,25,2.33,0.0,3.7,30.1,47.7,REDE_POTENCIA_REDUZIDA
9,30,2.42,0.0,3.7,30.4,48.6,REDE_POTENCIA_REDUZIDA
9,35,2.5,0.0,3.7,30.8,49.6,REDE_POTENCIA_REDUZIDA
9,40,2.58,0.0,3.7,31.4,50.5,REDE_POTENCIA_REDUZIDA
9,45,2.67,0.0,3.7,31.6,51.5,REDE_POTENCIA_REDUZIDA
9,50,2.75,0.0,3.7,31.9,52.4,REDE_POTENCIA_REDUZIDA
9,55,2.83,0.0,3.7,32.3,53.3,REDE_POTENCIA_REDUZIDA
9,60,2.92,0.0,3.7,32.9,54.3,REDE_POTENCIA_REDUZIDA
9,65,3.0,0.0,3.7,33.3,55.2,REDE_POTENCIA_REDUZIDA
9,70,3.08,0.0,3.7,33.5,56.2,REDE_POTENCIA_REDUZIDA
9,75,3.17,0.0,3.7,33.4,57.1,REDE_POTENCIA_REDUZIDA
9,80,3.25,0.0,3.7,33.9,58.0,REDE_POTENCIA_REDUZIDA
9,85,3.33,0.0,3.7,34.3,59.0,REDE_POTENCIA_REDUZIDA
9,90,3.42,0.0,3.7,34.3,59.9,REDE_POTENCIA_REDUZIDA
9,95,3.5,0.0,3.7,34.5,60.8,REDE_POTENCIA_REDUZIDA
9,100,3.58,0.0,3.7,34.9,61.8,REDE_POTENCIA_REDUZIDA
9,105,3.67,0.0,3.7,35.0,62.7,REDE_POTENCIA_REDUZIDA
9,110,3.75,0.0,3.7,35.3,63.7,REDE_POTENCIA_REDUZIDA
9,115,3.83,0.0,3.7,35.6,64.6,REDE_POTENCIA_REDUZIDA
9,120,3.92,0.0,3.7,35.8,65.5,REDE_POTENCIA_REDUZIDA
9,125,4.0,0.0,3.7,35.7,66.5,REDE_POTENCIA_REDUZIDA
9,130,4.08,0.0,3.7,35.5,67.4,REDE_POTENCIA_REDUZIDA
9,135,4.17,0.0,3.7,35.7,68.4,REDE_POTENCIA_REDUZIDA
9,140,4.25,0.0,3.7,35.6,69.3,REDE_POTENCIA_REDUZIDA
9,145,4.33,0.0,3.7,35.9,70.2,REDE_POTENCIA_REDUZIDA
9,150,4.42,0.0,3.7,36.0,71.2,REDE_POTENCIA_REDUZIDA
9,155,4.5,0.0,3.7,35.9,72.1,REDE_POTENCIA_REDUZIDA
9,160,4.58,0.0,3.7,35.7,73.1,REDE_POTENCIA_REDUZIDA
9,165,4.67,0.0,3.7,36.0,74.0,REDE_POTENCIA_REDUZIDA
9,170,4.75,0.0,3.7,36.1,74.9,REDE_POTENCIA_REDUZIDA
9,175,4.83,0.0,3.7,35.8,75.9,REDE_POTENCIA_REDUZIDA
9,180,4.92,0.0,3.7,35.9,76.8,REDE_POTENCIA_REDUZIDA
9,185,5.0,0.0,3.7,35.8,77.8,REDE_POTENCIA_REDUZIDA
9,190,5.08,0.0,3.7,35.8,78.7,REDE_POTENCIA_REDUZIDA
9,195,5.17,0.0,3.7,36.1,79.6,REDE_POTENCIA_REDUZIDA
9,200,5.25,0.0,3.7,36.0,80.0,REDE_POTENCIA_REDUZIDA
10,5,9.0,6.6,7.4,30.7,21.9,HIBRIDO_SOLAR_REDE
10,10,9.08,7.19,7.4,32.2,23.8,HIBRIDO_SOLAR_REDE
10,15,9.17,5.68,7.4,33.7,25.7,HIBRIDO_SOLAR_REDE
10,20,9.25,6.31,7.4,34.7,27.5,HIBRIDO_SOLAR_REDE
10,25,9.33,6.34,7.4,35.9,29.4,HIBRIDO_SOLAR_REDE
10,30,9.42,6.65,7.4,37.0,31.3,HIBRIDO_SOLAR_REDE
10,35,9.5,7.64,7.4,37.6,33.2,SOLAR_TOTAL
10,40,9.58,7.18,7.4,38.3,35.1,HIBRIDO_SOLAR_REDE
10,45,9.67,6.22,7.4,38.9,37.0,HIBRIDO_SOLAR_REDE
10,50,9.75,8.27,7.4,39.9,38.8,SOLAR_TOTAL
10,55,9.83,7.21,7.4,40.4,40.7,HIBRIDO_SOLAR_REDE
10,60,9.92,8.37,7.4,41.0,42.6,SOLAR_TOTAL
10,65,10.0,8.17,7.4,41.4,44.5,SOLAR_TOTAL
10,70,10.08,6.71,7.4,41.8,46.4,HIBRIDO_SOLAR_REDE
10,75,10.17,7.54,7.4,42.3,48.3,SOLAR_TOTAL
10,80,10.25,8.02,7.4,42.6,50.2,SOLAR_TOTAL
10,85,10.33,7.04,7.4,43.1,52.0,HIBRIDO_SOLAR_REDE
10,90,10.42,7.06,7.4,43.5,53.9,HIBRIDO_SOLAR_REDE
10,95,10.5,8.03,7.4,44.1,55.8,SOLAR_TOTAL
10,100,10.58,7.1,7.4,44.2,57.7,HIBRIDO_SOLAR_REDE
10,105,10.67,8.31,7.4,44.6,59.6,SOLAR_TOTAL
10,110,10.75,7.58,7.4,45.0,61.5,SOLAR_TOTAL
10,115,10.83,7.7,3.7,44.8,62.4,REDUCAO_TERMICA
10,120,10.92,7.38,3.7,44.2,63.4,REDUCAO_TERMICA
10,125,11.0,9.47,3.7,43.7,64.3,REDUCAO_TERMICA
10,130,11.08,7.36,3.7,43.5,65.2,REDUCAO_TERMICA
10,135,11.17,8.15,3.7,43.0,66.2,REDUCAO_TERMICA
10,140,11.25,7.55,3.7,42.5,67.1,REDUCAO_TERMICA
10,145,11.33,7.45,3.7,42.5,68.1,REDUCAO_TERMICA
10,150,11.42,9.82,3.7,42.3,69.0,REDUCAO_TERMICA
10,155,11.5,8.31,3.7,41.7,69.9,REDUCAO_TERMICA
10,160,11.58,8.36,3.7,41.4,70.9,REDUCAO_TERMICA
10,165,11.67,8.22,3.7,41.4,71.8,REDUCAO_TERMICA
10,170,11.75,7.88,3.7,41.0,72.8,REDUCAO_TERMICA
10,175,11.83,9.91,3.7,40.6,73.7,REDUCAO_TERMICA
10,180,11.92,9.6,7.4,41.0,75.6,SOLAR_TOTAL
10,185,12.0,9.24,7.4,41.5,77.5,SOLAR_TOTAL
10,190,12.08,7.63,7.4,41.8,79.4,SOLAR_TOTAL
10,195,12.17,7.75,7.4,42.4,81.3,SOLAR_TOTAL
10,200,12.25,9.48,4.44,42.5,82.4,SOLAR_TOTAL
10,205,12.33,8.65,4.44,42.4,83.5,SOLAR_TOTAL
10,210,12.42,7.79,4.44,42.4,84.6,SOLAR_TOTAL
10,215,12.5,7.92,4.44,42.3,85.8,SOLAR_TOTAL
10,220,12.58,9.75,4.44,42.0,86.9,SOLAR_TOTAL
10,225,12.67,7.81,4.44,42.1,88.0,SOLAR_TOTAL
10,230,12.75,8.47,4.44,41.7,89.2,SOLAR_TOTAL
10,235,12.83,7.76,4.44,41.6,90.0,SOLAR_TOTAL
11,5,21.0,0.0,3.7,29.3,10.4,REDE_POTENCIA_REDUZIDA
11,10,21.08,0.0,3.7,30.2,10.9,REDE_POTENCIA_REDUZIDA
11,15,21.17,0.0,3.7,30.7,11.3,REDE_POTENCIA_REDUZIDA
11,20,21.25,0.0,3.7,31.6,11.7,REDE_POTENCIA_REDUZIDA
11,25,21.33,0.0,3.7,32.0,12.2,REDE_POTENCIA_REDUZIDA
11,30,21.42,0.0,3.7,32.6,12.6,REDE_POTENCIA_REDUZIDA
11,35,21.5,0.0,3.7,33.0,13.1,REDE_POTENCIA_REDUZIDA
11,40,21.58,0.0,3.7,33.5,13.5,REDE_POTENCIA_REDUZIDA
11,45,21.67,0.0,3.7,34.0,13.9,REDE_POTENCIA_REDUZIDA
11,50,21.75,0.0,3.7,34.3,14.4,REDE_POTENCIA_REDUZIDA
11,55,21.83,0.0,3.7,34.3,14.8,REDE_POTENCIA_REDUZIDA
11,60,21.92,0.0,3.7,34.5,15.2,REDE_POTENCIA_REDUZIDA
11,65,22.0,0.0,3.7,34.8,15.7,REDE_POTENCIA_REDUZIDA
11,70,22.08,0.0,3.7,34.9,16.1,REDE_POTENCIA_REDUZIDA
11,75,22.17,0.0,3.7,34.9,16.5,REDE_POTENCIA_REDUZIDA
11,80,22.25,0.0,3.7,35.4,17.0,REDE_POTENCIA_REDUZIDA
11,85,22.33,0.0,3.7,35.3,17.4,REDE_POTENCIA_REDUZIDA
11,90,22.42,0.0,3.7,35.8,17.9,REDE_POTENCIA_REDUZIDA
11,95,22.5,0.0,3.7,35.7,18.3,REDE_POTENCIA_REDUZIDA
11,100,22.58,0.0,3.7,35.6,18.7,REDE_POTENCIA_REDUZIDA
11,105,22.67,0.0,3.7,35.9,19.2,REDE_POTENCIA_REDUZIDA
11,110,22.75,0.0,3.7,36.0,19.6,REDE_POTENCIA_REDUZIDA
11,115,22.83,0.0,3.7,35.9,20.0,REDE_POTENCIA_REDUZIDA
11,120,22.92,0.0,3.7,36.1,20.5,REDE_POTENCIA_REDUZIDA
11,125,23.0,0.0,3.7,36.5,20.9,REDE_POTENCIA_REDUZIDA
11,130,23.08,0.0,3.7,36.6,21.3,REDE_POTENCIA_REDUZIDA
11,135,23.17,0.0,3.7,36.4,21.8,REDE_POTENCIA_REDUZIDA
11,140,23.25,0.0,3.7,36.3,22.2,REDE_POTENCIA_REDUZIDA
11,145,23.33,0.0,3.7,36.2,22.7,REDE_POTENCIA_REDUZIDA
11,150,23.42,0.0,3.7,36.4,23.1,REDE_POTENCIA_REDUZIDA
11,155,23.5,0.0,3.7,36.4,23.5,REDE_POTENCIA_REDUZIDA
11,160,23.58,0.0,3.7,36.3,24.0,REDE_POTENCIA_REDUZIDA
11,165,23.67,0.0,3.7,36.5,24.4,REDE_POTENCIA_REDUZIDA
11,170,23.75,0.0,3.7,36.8,24.8,REDE_POTENCIA_REDUZIDA
11,175,23.83,0.0,3.7,37.1,25.3,REDE_POTENCIA_REDUZIDA
11,180,23.92,0.0,3.7,37.3,25.7,REDE_POTENCIA_REDUZIDA
11,185,0.0,0.0,3.7,37.1,26.1,REDE_POTENCIA_REDUZIDA
11,190,0.08,0.0,3.7,37.2,26.6,REDE_POTENCIA_REDUZIDA
11,195,0.17,0.0,3.7,37.0,27.0,REDE_POTENCIA_REDUZIDA
11,200,0.25,0.0,3.7,36.9,27.5,REDE_POTENCIA_REDUZIDA
11,205,0.33,0.0,3.7,37.3,27.9,REDE_POTENCIA_REDUZIDA
11,210,0.42,0.0,3.7,37.2,28.3,REDE_POTENCIA_REDUZIDA
11,215,0.5,0.0,3.7,37.0,28.8,REDE_POTENCIA_REDUZIDA
11,220,0.58,0.0,3.7,37.2,29.2,REDE_POTENCIA_REDUZIDA
11,225,0.67,0.0,3.7,37.1,29.6,REDE_POTENCIA_REDUZIDA
11,230,0.75,0.0,3.7,37.0,30.1,REDE_POTENCIA_REDUZIDA
11,235,0.83,0.0,3.7,37.0,30.5,REDE_POTENCIA_REDUZIDA
11,240,0.92,0.0,3.7,37.2,30.9,REDE_POTENCIA_REDUZIDA
11,245,1.0,0.0,3.7,37.0,31.4,REDE_POTENCIA_REDUZIDA
11,250,1.08,0.0,3.7,36.9,31.8,REDE_POTENCIA_REDUZIDA
11,255,1.17,0.0,3.7,37.2,32.3,REDE_POTENCIA_REDUZIDA
11,260,1.25,0.0,3.7,37.6,32.7,REDE_POTENCIA_REDUZIDA
11,265,1.33,0.0,3.7,37.5,33.1,REDE_POTENCIA_REDUZIDA
11,270,1.42,0.0,3.7,37.5,33.6,REDE_POTENCIA_REDUZIDA
11,275,1.5,0.0,3.7,37.7,34.0,REDE_POTENCIA_REDUZIDA
11,280,1.58,0.0,3.7,37.9,34.4,REDE_POTENCIA_REDUZIDA
11,285,1.67,0.0,3.7,38.1,34.9,REDE_POTENCIA_REDUZIDA
11,290,1.75,0.0,3.7,38.0,35.3,REDE_POTENCIA_REDUZIDA
11,295,1.83,0.0,3.7,38.2,35.7,REDE_POTENCIA_REDUZIDA
11,300,1.92,0.0,3.7,38.0,36.2,REDE_POTENCIA_REDUZIDA
11,305,2.0,0.0,3.7,38.3,36.6,REDE_POTENCIA_REDUZIDA
11,310,2.08,0.0,3.7,38.3,37.1,REDE_POTENCIA_REDUZIDA
11,315,2.17,0.0,3.7,38.3,37.5,REDE_POTENCIA_REDUZIDA
11,320,2.25,0.0,3.7,38.0,37.9,REDE_POTENCIA_REDUZIDA
11,325,2.33,0.0,3.7,38.0,38.4,REDE_POTENCIA_REDUZIDA
11,330,2.42,0.0,3.7,38.0,38.8,REDE_POTENCIA_REDUZIDA
11,335,2.5,0.0,3.7,38.1,39.2,REDE_POTENCIA_REDUZIDA
11,340,2.58,0.0,3.7,38.0,39.7,REDE_POTENCIA_REDUZIDA
11,345,2.67,0.0,3.7,38.2,40.1,REDE_POTENCIA_REDUZIDA
11,350,2.75,0.0,3.7,38.4,40.5,REDE_POTENCIA_REDUZIDA
11,355,2.83,0.0,3.7,38.5,41.0,REDE_POTENCIA_REDUZIDA
11,360,2.92,0.0,3.7,38.3,41.4,REDE_POTENCIA_REDUZIDA
11,365,3.0,0.0,3.7,38.2,41.9,REDE_POTENCIA_REDUZIDA
11,370,3.08,0.0,3.7,37.9,42.3,REDE_POTENCIA_REDUZIDA
11,375,3.17,0.0,3.7,38.1,42.7,REDE_POTENCIA_REDUZIDA
11,380,3.25,0.0,3.7,37.9,43.2,REDE_POTENCIA_REDUZIDA
11,385,3.33,0.0,3.7,37.9,43.6,REDE_POTENCIA_REDUZIDA
11,390,3.42,0.0,3.7,37.9,44.0,REDE_POTENCIA_REDUZIDA
11,395,3.5,0.0,3.7,37.9,44.5,REDE_POTENCIA_REDUZIDA
11,400,3.58,0.0,3.7,37.7,44.9,REDE_POTENCIA_REDUZIDA
11,405,3.67,0.0,3.7,37.6,45.3,REDE_POTENCIA_REDUZIDA
11,410,3.75,0.0,3.7,37.9,45.8,REDE_POTENCIA_REDUZIDA
11,415,3.83,0.0,3.7,38.1,46.2,REDE_POTENCIA_REDUZIDA
11,420,3.92,0.0,3.7,38.0,46.7,REDE_POTENCIA_REDUZIDA
11,425,4.0,0.0,3.7,38.1,47.1,REDE_POTENCIA_REDUZIDA
11,430,4.08,0.0,3.7,37.9,47.5,REDE_POTENCIA_REDUZIDA
11,435,4.17,0.0,3.7,37.9,48.0,REDE_POTENCIA_REDUZIDA
11,440,4.25,0.0,3.7,37.7,48.4,REDE_POTENCIA_REDUZIDA
11,445,4.33,0.0,3.7,37.5,48.8,REDE_POTENCIA_REDUZIDA
11,450,4.42,0.0,3.7,37.7,49.3,REDE_POTENCIA_REDUZIDA
11,455,4.5,0.0,3.7,37.6,49.7,REDE_POTENCIA_REDUZIDA
11,460,4.58,0.0,3.7,37.5,50.1,REDE_POTENCIA_REDUZIDA
11,465,4.67,0.0,3.7,37.4,50.6,REDE_POTENCIA_REDUZIDA
11,470,4.75,0.0,3.7,37.5,51.0,REDE_POTENCIA_REDUZIDA
11,475,4.83,0.0,3.7,37.6,51.5,REDE_POTENCIA_REDUZIDA
11,480,4.92,0.0,3.7,37.5,51.9,REDE_POTENCIA_REDUZIDA
11,485,5.0,0.0,3.7,37.8,52.3,REDE_POTENCIA_REDUZIDA
11,490,5.08,0.0,3.7,37.9,52.8,REDE_POTENCIA_REDUZIDA
11,495,5.17,0.0,3.7,37.7,53.2,REDE_POTENCIA_REDUZIDA
11,500,5.25,0.0,3.7,38.0,53.6,REDE_POTENCIA_REDUZIDA
11,505,5.33,0.0,3.7,37.7,54.1,REDE_POTENCIA_REDUZIDA
11,510,5.42,0.0,3.7,37.5,54.5,REDE_POTENCIA_REDUZIDA
11,515,5.5,0.0,3.7,37.9,55.0,REDE_POTENCIA_REDUZIDA
11,520,5.58,0.0,3.7,38.1,55.4,REDE_POTENCIA_REDUZIDA
11,525,5.67,0.0,3.7,37.8,55.8,REDE_POTENCIA_REDUZIDA
11,530,5.75,0.0,3.7,38.0,56.3,REDE_POTENCIA_REDUZIDA
11,535,5.83,0.0,3.7,38.3,56.7,REDE_POTENCIA_REDUZIDA
11,540,5.92,0.0,3.7,38.1,57.1,REDE_POTENCIA_REDUZIDA
11,545,6.0,0.0,3.7,38.3,57.6,REDE_POTENCIA_REDUZIDA
11,550,6.08,0.17,3.7,38.3,58.0,REDE_POTENCIA_REDUZIDA
11,555,6.17,0.42,3.7,38.3,58.4,REDE_POTENCIA_REDUZIDA
11,560,6.25,0.63,7.4,39.2,59.3,HIBRIDO_SOLAR_REDE
11,565,6.33,0.79,7.4,40.1,60.2,HIBRIDO_SOLAR_REDE
11,570,6.42,1.08,7.4,40.3,61.1,HIBRIDO_SOLAR_REDE
11,575,6.5,1.11,7.4,41.1,61.9,HIBRIDO_SOLAR_REDE
11,580,6.58,1.16,7.4,41.6,62.8,HIBRIDO_SOLAR_REDE
11,585,6.67,1.56,7.4,41.8,63.7,HIBRIDO_SOLAR_REDE
11,590,6.75,1.83,7.4,42.3,64.6,HIBRIDO_SOLAR_REDE
11,595,6.83,1.99,7.4,43.0,65.4,HIBRIDO_SOLAR_REDE
11,600,6.92,1.87,7.4,43.1,66.3,HIBRIDO_SOLAR_REDE
11,605,7.0,2.16,7.4,43.1,67.2,HIBRIDO_SOLAR_REDE
11,610,7.08,2.79,7.4,43.7,68.0,HIBRIDO_SOLAR_REDE
11,615,7.17,2.72,7.4,43.7,68.9,HIBRIDO_SOLAR_REDE
11,620,7.25,2.52,7.4,43.7,69.8,HIBRIDO_SOLAR_REDE
11,625,7.33,2.75,7.4,44.1,70.7,HIBRIDO_SOLAR_REDE
11,630,7.42,2.73,7.4,44.5,71.5,HIBRIDO_SOLAR_REDE
11,635,7.5,3.73,7.4,44.8,72.4,HIBRIDO_SOLAR_REDE
11,640,7.58,3.03,7.4,45.3,73.3,HIBRIDO_SOLAR_REDE
11,645,7.67,3.22,3.7,44.9,73.7,REDUCAO_TERMICA
11,650,7.75,3.72,3.7,44.4,74.2,REDUCAO_TERMICA
11,655,7.83,4.54,3.7,43.8,74.6,REDUCAO_TERMICA
11,660,7.92,3.92,3.7,43.3,75.0,REDUCAO_TERMICA
11,665,8.0,3.76,3.7,43.1,75.5,REDUCAO_TERMICA
11,670,8.08,4.94,3.7,42.7,75.9,REDUCAO_TERMICA
11,675,8.17,4.53,3.7,42.1,76.3,REDUCAO_TERMICA
11,680,8.25,5.19,3.7,41.8,76.8,REDUCAO_TERMICA
11,685,8.33,4.79,3.7,41.5,77.2,REDUCAO_TERMICA
11,690,8.42,5.2,3.7,41.4,77.6,REDUCAO_TERMICA
11,695,8.5,6.08,3.7,40.9,78.1,REDUCAO_TERMICA
11,700,8.58,5.56,7.4,41.6,79.0,HIBRIDO_SOLAR_REDE
11,705,8.67,5.49,7.4,42.0,79.8,HIBRIDO_SOLAR_REDE
11,710,8.75,6.3,7.4,42.4,80.7,HIBRIDO_SOLAR_REDE
11,715,8.83,6.35,4.44,42.1,81.2,HIBRIDO_SOLAR_REDE
11,720,8.92,6.85,4.44,41.6,81.7,HIBRIDO_SOLAR_REDE
11,725,9.0,6.64,4.44,41.5,82.3,HIBRIDO_SOLAR_REDE
11,730,9.08,6.96,4.44,41.3,82.8,HIBRIDO_SOLAR_REDE
11,735,9.17,6.12,4.44,41.3,83.3,HIBRIDO_SOLAR_REDE
11,740,9.25,6.37,4.44,41.3,83.8,HIBRIDO_SOLAR_REDE
11,745,9.33,6.37,4.44,41.2,84.4,HIBRIDO_SOLAR_REDE
11,750,9.42,6.16,4.44,41.0,84.9,HIBRIDO_SOLAR_REDE
11,755,9.5,7.55,4.44,41.1,85.4,SOLAR_TOTAL
11,760,9.58,7.23,4.44,41.0,85.9,HIBRIDO_SOLAR_REDE
11,765,9.67,6.3,4.44,40.9,86.5,HIBRIDO_SOLAR_REDE
11,770,9.75,7.68,4.44,40.7,87.0,SOLAR_TOTAL
11,775,9.83,8.17,4.44,40.7,87.5,SOLAR_TOTAL
11,780,9.92,8.33,4.44,40.8,88.0,SOLAR_TOTAL
11,785,10.0,7.08,4.44,40.8,88.6,HIBRIDO_SOLAR_REDE
11,790,10.08,6.87,4.44,40.9,89.1,HIBRIDO_SOLAR_REDE
11,795,10.17,6.98,4.44,41.1,89.6,HIBRIDO_SOLAR_REDE
11,800,10.25,8.24,4.44,41.1,90.0,SOLAR_TOTAL
12,5,13.0,8.35,7.4,29.6,11.9,SOLAR_TOTAL
12,10,13.08,8.62,7.4,31.2,13.8,SOLAR_TOTAL
12,15,13.17,9.2,7.4,32.7,15.7,SOLAR_TOTAL
12,20,13.25,8.84,7.4,33.8,17.5,SOLAR_TOTAL
12,25,13.33,8.08,7.4,34.6,19.4,SOLAR_TOTAL
12,30,13.42,8.01,7.4,35.5,21.3,SOLAR_TOTAL
12,35,13.5,8.05,7.4,36.1,23.2,SOLAR_TOTAL
12,40,13.58,7.98,7.4,36.9,25.1,SOLAR_TOTAL
12,45,13.67,8.83,7.4,38.0,27.0,SOLAR_TOTAL
12,50,13.75,8.74,7.4,38.7,28.8,SOLAR_TOTAL
12,55,13.83,7.2,7.4,39.1,30.7,HIBRIDO_SOLAR_REDE
12,60,13.92,7.33,7.4,39.4,32.6,HIBRIDO_SOLAR_REDE
12,65,14.0,8.43,7.4,40.1,34.5,SOLAR_TOTAL
12,70,14.08,8.52,7.4,40.7,36.4,SOLAR_TOTAL
12,75,14.17,7.32,7.4,41.1,38.3,HIBRIDO_SOLAR_REDE
12,80,14.25,6.71,7.4,41.8,40.2,HIBRIDO_SOLAR_REDE
12,85,14.33,6.46,7.4,42.4,42.0,HIBRIDO_SOLAR_REDE
12,90,14.42,6.19,7.4,42.7,43.9,HIBRIDO_SOLAR_REDE
12,95,14.5,7.83,7.4,43.1,45.8,SOLAR_TOTAL
12,100,14.58,7.26,7.4,43.7,47.7,HIBRIDO_SOLAR_REDE
12,105,14.67,5.96,7.4,44.2,49.6,HIBRIDO_SOLAR_REDE
12,110,14.75,6.39,7.4,44.6,51.5,HIBRIDO_SOLAR_REDE
12,115,14.83,7.36,7.4,44.6,53.4,HIBRIDO_SOLAR_REDE
12,120,14.92,6.59,7.4,44.6,55.2,HIBRIDO_SOLAR_REDE
12,125,15.0,5.86,7.4,44.9,57.1,HIBRIDO_SOLAR_REDE
12,130,15.08,5.33,7.4,44.9,59.0,HIBRIDO_SOLAR_REDE
12,135,15.17,5.74,7.4,44.9,60.9,HIBRIDO_SOLAR_REDE
12,140,15.25,5.14,7.4,45.3,62.8,HIBRIDO_SOLAR_REDE
12,145,15.33,6.01,3.7,44.4,63.7,REDUCAO_TERMICA
12,150,15.42,5.57,3.7,43.9,64.7,REDUCAO_TERMICA
12,155,15.5,5.72,3.7,43.5,65.6,REDUCAO_TERMICA
12,160,15.58,5.42,3.7,42.9,66.5,REDUCAO_TERMICA
12,165,15.67,5.0,3.7,42.6,67.5,REDUCAO_TERMICA
12,170,15.75,5.04,3.7,42.2,68.4,REDUCAO_TERMICA
12,175,15.83,4.04,3.7,42.1,69.4,REDUCAO_TERMICA
12,180,15.92,4.43,3.7,41.9,70.3,REDUCAO_TERMICA
12,185,16.0,4.24,3.7,41.5,71.3,REDUCAO_TERMICA
12,190,16.08,4.66,3.7,41.1,72.2,REDUCAO_TERMICA
12,195,16.17,3.52,3.7,40.8,73.1,REDUCAO_TERMICA
12,200,16.25,4.33,7.4,41.6,75.0,HIBRIDO_SOLAR_REDE
12,205,16.33,3.89,7.4,41.8,76.9,HIBRIDO_SOLAR_REDE
12,210,16.42,3.33,7.4,42.2,78.8,HIBRIDO_SOLAR_REDE
12,215,16.5,3.77,7.4,42.5,80.7,HIBRIDO_SOLAR_REDE
12,220,16.58,2.98,4.44,42.4,81.8,HIBRIDO_SOLAR_REDE
12,225,16.67,3.12,4.44,42.3,82.9,HIBRIDO_SOLAR_REDE
12,230,16.75,3.16,4.44,41.8,84.1,HIBRIDO_SOLAR_REDE
12,235,16.83,2.89,4.44,41.8,85.2,HIBRIDO_SOLAR_REDE
12,240,16.92,2.24,4.44,41.7,86.3,HIBRIDO_SOLAR_REDE
12,245,17.0,1.97,4.44,41.3,87.5,HIBRIDO_SOLAR_REDE
12,250,17.08,2.05,4.44,41.1,88.6,HIBRIDO_SOLAR_REDE
12,255,17.17,1.83,4.44,41.2,89.7,HIBRIDO_SOLAR_REDE
12,260,17.25,1.9,4.44,41.0,90.0,HIBRIDO_SOLAR_REDE
13,5,13.0,9.28,7.4,26.1,22.9,SOLAR_TOTAL
13,10,13.08,7.34,7.4,27.8,23.7,HIBRIDO_SOLAR_REDE
13,15,13.17,7.32,7.4,29.0,24.6,HIBRIDO_SOLAR_REDE
13,20,13.25,9.47,7.4,30.4,25.5,SOLAR_TOTAL
13,25,13.33,7.38,7.4,31.2,26.4,HIBRIDO_SOLAR_REDE
13,30,13.42,8.81,7.4,32.0,27.2,SOLAR_TOTAL
13,35,13.5,8.27,7.4,33.1,28.1,SOLAR_TOTAL
13,40,13.58,6.87,7.4,33.9,29.0,HIBRIDO_SOLAR_REDE
13,45,13.67,7.13,7.4,34.7,29.9,HIBRIDO_SOLAR_REDE
13,50,13.75,7.8,7.4,35.7,30.7,SOLAR_TOTAL
13,55,13.83,7.76,7.4,36.1,31.6,SOLAR_TOTAL
13,60,13.92,7.53,7.4,36.6,32.5,SOLAR_TOTAL
13,65,14.0,7.98,7.4,37.3,33.3,SOLAR_TOTAL
13,70,14.08,8.29,7.4,37.7,34.2,SOLAR_TOTAL
13,75,14.17,7.55,7.4,38.2,35.1,SOLAR_TOTAL
13,80,14.25,7.15,7.4,38.8,36.0,HIBRIDO_SOLAR_REDE
13,85,14.33,8.11,7.4,39.0,36.8,SOLAR_TOTAL
13,90,14.42,6.15,7.4,39.2,37.7,HIBRIDO_SOLAR_REDE
13,95,14.5,6.58,7.4,39.7,38.6,HIBRIDO_SOLAR_REDE
13,100,14.58,7.04,7.4,40.0,39.5,HIBRIDO_SOLAR_REDE
13,105,14.67,7.16,7.4,40.0,40.3,HIBRIDO_SOLAR_REDE
13,110,14.75,6.64,7.4,40.3,41.2,HIBRIDO_SOLAR_REDE
13,115,14.83,5.59,7.4,40.7,42.1,HIBRIDO_SOLAR_REDE
13,120,14.92,5.59,7.4,40.7,42.9,HIBRIDO_SOLAR_REDE
13,125,15.0,5.7,7.4,40.6,43.8,HIBRIDO_SOLAR_REDE
13,130,15.08,5.97,7.4,40.9,44.7,HIBRIDO_SOLAR_REDE
13,135,15.17,5.69,7.4,41.3,45.6,HIBRIDO_SOLAR_REDE
13,140,15.25,5.17,7.4,41.4,46.4,HIBRIDO_SOLAR_REDE
13,145,15.33,5.5,7.4,41.3,47.3,HIBRIDO_SOLAR_REDE
13,150,15.42,4.94,7.4,41.6,48.2,HIBRIDO_SOLAR_REDE
13,155,15.5,5.89,7.4,42.0,49.1,HIBRIDO_SOLAR_REDE
